icd,icddesc,icdvers,icddate,hcc,rxhcc,inhcc,inrxhcc,year
1510,Mal Neo Stomach Cardia,9,01jan1991,8,10,Yes,Yes,2010
1511,Malignant Neo Pylorus,9,01jan1991,8,10,Yes,Yes,2010
1512,Mal Neo Pyloric Antrum,9,01jan1991,8,10,Yes,Yes,2010
1513,Mal Neo Stomach Fundus,9,01jan1991,8,10,Yes,Yes,2010
1514,Mal Neo Stomach Body,9,01jan1991,8,10,Yes,Yes,2010
1515,Mal Neo Stom Lesser Curv,9,01jan1991,8,10,Yes,Yes,2010
1516,Mal Neo Stom Great Curv,9,01jan1991,8,10,Yes,Yes,2010
1518,Malig Neopl Stomach Nec,9,01jan1991,8,10,Yes,Yes,2010
1519,Malig Neopl Stomach Nos,9,01jan1991,8,10,Yes,Yes,2010
152,Malig Neo Small Bowel*,9,01jan1991,8,10,No,No,2010
1520,Malignant Neopl Duodenum,9,01jan1991,8,10,Yes,Yes,2010
1521,Malignant Neopl Jejunum,9,01jan1991,8,10,Yes,Yes,2010
1522,Malignant Neoplasm Ileum,9,01jan1991,8,10,Yes,Yes,2010
1523,Mal Neo Meckel'S Divert,9,01jan1991,8,10,Yes,Yes,2010
1528,Mal Neo Small Bowel Nec,9,01jan1991,8,10,Yes,Yes,2010
1529,Mal Neo Small Bowel Nos,9,01jan1991,8,10,Yes,Yes,2010
153,Malignant Neoplasm Colon*,9,01jan1991,10,,No,No,2010
1530,Mal Neo Hepatic Flexure,9,01jan1991,10,,Yes,No,2010
1531,Mal Neo Transverse Colon,9,01jan1991,10,,Yes,No,2010
1532,Mal Neo Descend Colon,9,01jan1991,10,,Yes,No,2010
1533,Mal Neo Sigmoid Colon,9,01jan1991,10,,Yes,No,2010
1534,Malignant Neoplasm Cecum,9,01jan1991,10,,Yes,No,2010
1535,Malignant Neo Appendix,9,01jan1991,10,,Yes,No,2010
1536,Malig Neo Ascend Colon,9,01jan1991,10,,Yes,No,2010
1537,Mal Neo Splenic Flexure,9,01jan1991,10,,Yes,No,2010
1538,Malignant Neo Colon Nec,9,01jan1991,10,,Yes,No,2010
1539,Malignant Neo Colon Nos,9,01jan1991,10,,Yes,No,2010
154,Malig Neo Rectum/Anus*,9,01jan1991,10,,No,No,2010
1540,Mal Neo Rectosigmoid Jct,9,01jan1991,10,,Yes,No,2010
1541,Malignant Neopl Rectum,9,01jan1991,10,,Yes,No,2010
1542,Malig Neopl Anal Canal,9,01jan1991,10,,Yes,No,2010
1543,Malignant Neo Anus Nos,9,01jan1991,10,,Yes,No,2010
1548,Mal Neo Rectum/Anus Nec,9,01jan1991,10,,Yes,No,2010
155,Malignant Neoplasm Liver*,9,01jan1991,8,9,No,No,2010
1550,"Mal Neo Liver, Primary",9,01jan1991,8,9,Yes,Yes,2010
1551,Mal Neo Intrahepat Ducts,9,01jan1991,8,9,Yes,Yes,2010
1552,Malignant Neo Liver Nos,9,01jan1991,8,9,Yes,Yes,2010
156,Mal Neo Gb/Extrahepatic*,9,01jan1991,8,10,No,No,2010
1560,Malig Neo Gallbladder,9,01jan1991,8,10,Yes,Yes,2010
1561,Mal Neo Extrahepat Ducts,9,01jan1991,8,10,Yes,Yes,2010
1562,Mal Neo Ampulla Of Vater,9,01jan1991,8,10,Yes,Yes,2010
1568,Malig Neo Biliary Nec,9,01jan1991,8,10,Yes,Yes,2010
1569,Malig Neo Biliary Nos,9,01jan1991,8,10,Yes,Yes,2010
157,Malignant Neo Pancreas*,9,01jan1991,8,10,No,No,2010
1570,Mal Neo Pancreas Head,9,01jan1991,8,10,Yes,Yes,2010
1571,Mal Neo Pancreas Body,9,01jan1991,8,10,Yes,Yes,2010
1572,Mal Neo Pancreas Tail,9,01jan1991,8,10,Yes,Yes,2010
1573,Mal Neo Pancreatic Duct,9,01jan1991,8,10,Yes,Yes,2010
1574,Mal Neo Islet Langerhans,9,01jan1991,8,10,Yes,Yes,2010
1578,Malig Neo Pancreas Nec,9,01jan1991,8,10,Yes,Yes,2010
1579,Malig Neo Pancreas Nos,9,01jan1991,8,10,Yes,Yes,2010
158,Malig Neo Peritoneum*,9,01jan1991,8,10,No,No,2010
1580,Mal Neo Retroperitoneum,9,01jan1991,8,10,Yes,Yes,2010
1588,Mal Neo Peritoneum Nec,9,01jan1991,8,10,Yes,Yes,2010
1589,Mal Neo Peritoneum Nos,9,01jan1991,8,10,Yes,Yes,2010
159,Oth Malig Neo Gi/Periton*,9,01jan1991,10,,No,No,2010
1590,Malig Neo Intestine Nos,9,01jan1991,10,,Yes,No,2010
1591,Malignant Neo Spleen Nec,9,01jan1991,10,,Yes,No,2010
1598,Mal Neo Gi/Intra-Abd Nec,9,01jan1991,10,,Yes,No,2010
1599,Mal Neo Gi Tract Ill-Def,9,01jan1991,10,,Yes,No,2010
160,Mal Neo Nasal Cav/Sinus*,9,01jan1991,9,10,No,No,2010
1600,Mal Neo Nasal Cavities,9,01jan1991,9,10,Yes,Yes,2010
1601,Malig Neo Middle Ear,9,01jan1991,9,10,Yes,Yes,2010
1602,Mal Neo Maxillary Sinus,9,01jan1991,9,10,Yes,Yes,2010
1603,Mal Neo Ethmoidal Sinus,9,01jan1991,9,10,Yes,Yes,2010
1604,Malig Neo Frontal Sinus,9,01jan1991,9,10,Yes,Yes,2010
1605,Mal Neo Sphenoid Sinus,9,01jan1991,9,10,Yes,Yes,2010
1608,Mal Neo Access Sinus Nec,9,01jan1991,9,10,Yes,Yes,2010
1609,Mal Neo Access Sinus Nos,9,01jan1991,9,10,Yes,Yes,2010
161,Malignant Neo Larynx*,9,01jan1991,9,,No,No,2010
1610,Malignant Neo Glottis,9,01jan1991,9,,Yes,No,2010
1611,Malig Neo Supraglottis,9,01jan1991,9,,Yes,No,2010
1612,Malig Neo Subglottis,9,01jan1991,9,,Yes,No,2010
1613,Mal Neo Cartilage Larynx,9,01jan1991,9,,Yes,No,2010
1618,Malignant Neo Larynx Nec,9,01jan1991,9,,Yes,No,2010
1619,Malignant Neo Larynx Nos,9,01jan1991,9,,Yes,No,2010
162,Mal Neo Trachea/Lung*,9,01jan1991,8,10,No,No,2010
1620,Malignant Neo Trachea,9,01jan1991,8,10,Yes,Yes,2010
1622,Malig Neo Main Bronchus,9,01jan1991,8,10,Yes,Yes,2010
1623,Mal Neo Upper Lobe Lung,9,01jan1991,8,10,Yes,Yes,2010
1624,Mal Neo Middle Lobe Lung,9,01jan1991,8,10,Yes,Yes,2010
1625,Mal Neo Lower Lobe Lung,9,01jan1991,8,10,Yes,Yes,2010
1628,Mal Neo Bronch/Lung Nec,9,01jan1991,8,10,Yes,Yes,2010
1629,Mal Neo Bronch/Lung Nos,9,01jan1991,8,10,Yes,Yes,2010
163,Malignant Neopl Pleura*,9,01jan1991,8,10,No,No,2010
1630,Mal Neo Parietal Pleura,9,01jan1991,8,10,Yes,Yes,2010
1631,Mal Neo Visceral Pleura,9,01jan1991,8,10,Yes,Yes,2010
1638,Malig Neopl Pleura Nec,9,01jan1991,8,10,Yes,Yes,2010
1639,Malig Neopl Pleura Nos,9,01jan1991,8,10,Yes,Yes,2010
164,Mal Neo Thymus/Mediastin*,9,01jan1991,9,10,No,No,2010
1640,Malignant Neopl Thymus,9,01jan1991,9,10,Yes,Yes,2010
1641,Malignant Neopl Heart,9,01jan1991,9,10,Yes,Yes,2010
1642,Mal Neo Ant Mediastinum,9,01jan1991,9,10,Yes,Yes,2010
1643,Mal Neo Post Mediastinum,9,01jan1991,9,10,Yes,Yes,2010
1648,Mal Neo Mediastinum Nec,9,01jan1991,9,10,Yes,Yes,2010
1649,Mal Neo Mediastinum Nos,9,01jan1991,9,10,Yes,Yes,2010
165,Oth/Ill-Def Mal Neo Resp*,9,01jan1991,9,10,No,No,2010
1650,Mal Neo Upper Resp Nos,9,01jan1991,9,10,Yes,Yes,2010
1658,Mal Neo Thorax/Resp Nec,9,01jan1991,9,10,Yes,Yes,2010
1659,Mal Neo Resp System Nos,9,01jan1991,9,10,Yes,Yes,2010
170,Mal Neo Bone/Artic Cart*,9,01jan1991,9,9,No,No,2010
1700,Mal Neo Skull/Face Bone,9,01jan1991,9,9,Yes,Yes,2010
1701,Malignant Neo Mandible,9,01jan1991,9,9,Yes,Yes,2010
1702,Malig Neo Vertebrae,9,01jan1991,9,9,Yes,Yes,2010
1703,Mal Neo Ribs/Stern/Clav,9,01jan1991,9,9,Yes,Yes,2010
1704,Mal Neo Long Bones Arm,9,01jan1991,9,9,Yes,Yes,2010
1705,Mal Neo Bones Wrist/Hand,9,01jan1991,9,9,Yes,Yes,2010
1706,Mal Neo Pelvic Girdle,9,01jan1991,9,9,Yes,Yes,2010
1707,Mal Neo Long Bones Leg,9,01jan1991,9,9,Yes,Yes,2010
1708,Mal Neo Bones Ankle/Foot,9,01jan1991,9,9,Yes,Yes,2010
1709,Malig Neopl Bone Nos,9,01jan1991,9,9,Yes,Yes,2010
171,Mal Neo Soft Tissue*,9,01jan1991,9,9,No,No,2010
1710,Mal Neo Soft Tissue Head,9,01jan1991,9,9,Yes,Yes,2010
1712,Mal Neo Soft Tissue Arm,9,01jan1991,9,9,Yes,Yes,2010
1713,Mal Neo Soft Tissue Leg,9,01jan1991,9,9,Yes,Yes,2010
1714,Mal Neo Soft Tis Thorax,9,01jan1991,9,9,Yes,Yes,2010
1715,Mal Neo Soft Tis Abdomen,9,01jan1991,9,9,Yes,Yes,2010
1716,Mal Neo Soft Tis Pelvis,9,01jan1991,9,9,Yes,Yes,2010
1717,Mal Neopl Trunk Nos,9,01jan1991,9,9,Yes,Yes,2010
1718,Mal Neo Soft Tissue Nec,9,01jan1991,9,9,Yes,Yes,2010
