"icd","icddesc","icdvers","icddate","hcc","rxhcc","inhcc","inrxhcc","year"
"1149","Coccidioidomycosis Nos",9,1/1/1991,,"3","No","Yes",2009
"115","Histoplasmosis*",9,1/1/1991,,"3","No","No",2009
"1150","Histoplasma Capsulatum*",9,1/1/1991,,"3","No","No",2009
"11500","Histoplasma Capsulat Nos",9,1/1/1991,,"3","No","Yes",2009
"11502","Histoplasm Capsul Retina",9,1/1/1991,,"3","No","Yes",2009
"11505","Histoplasm Caps Pneumon",9,1/1/1991,"112","112","Yes","Yes",2009
"11509","Histoplasma Capsulat Nec",9,1/1/1991,,"3","No","Yes",2009
"1151","Histoplasma Duboisii*",9,1/1/1991,,"3","No","No",2009
"11510","Histoplasma Duboisii Nos",9,1/1/1991,,"3","No","Yes",2009
"11512","Histoplasm Dubois Retina",9,1/1/1991,,"3","No","Yes",2009
"11515","Histoplasm Dub Pneumonia",9,1/1/1991,"112","112","Yes","Yes",2009
"11519","Histoplasma Duboisii Nec",9,1/1/1991,,"3","No","Yes",2009
"1159","Histoplasmosis, Unspec*",9,1/1/1991,,"3","No","No",2009
"11590","Histoplasmosis Nos",9,1/1/1991,,"3","No","Yes",2009
"11592","Histoplasmosis Retinitis",9,1/1/1991,,"3","No","Yes",2009
"11595","Histoplasmosis Pneumonia",9,1/1/1991,"112","112","Yes","Yes",2009
"11599","Histoplasmosis Nec",9,1/1/1991,,"3","No","Yes",2009
"116","Blastomycotic Infection*",9,1/1/1991,,"3","No","No",2009
"1160","Blastomycosis",9,1/1/1991,,"3","No","Yes",2009
"1161","Paracoccidioidomycosis",9,1/1/1991,,"3","No","Yes",2009
"1162","Lobomycosis",9,1/1/1991,,"3","No","Yes",2009
"1173","Aspergillosis",9,1/1/1991,"5","2","Yes","Yes",2009
"1175","Cryptococcosis",9,1/1/1991,"5","2","Yes","Yes",2009
"1177","Zygomycosis",9,1/1/1991,"5","2","Yes","Yes",2009
"1212","Paragonimiasis",9,1/1/1991,"112","112","Yes","Yes",2009
"1221","Echinococc Granul Lung",9,1/1/1991,"112","112","Yes","Yes",2009
"1300","Toxoplasm Meningoenceph",9,1/1/1991,"5","2","Yes","Yes",2009
"1304","Toxoplasma Pneumonitis",9,1/1/1991,"112","112","Yes","Yes",2009
"1308","Multisystem Toxoplasmos",9,1/1/1991,"5","2","Yes","Yes",2009
"131","Trichomoniasis*",9,1/1/1991,,"144","No","No",2009
"1310","Urogenital Trichomonias*",9,1/1/1991,,"144","No","No",2009
"13100","Urogenital Trichomon Nos",9,1/1/1991,,"144","No","Yes",2009
"13101","Trichomonal Vaginitis",9,1/1/1991,,"144","No","Yes",2009
"13102","Trichomonal Urethritis",9,1/1/1991,,"144","No","Yes",2009
"13103","Trichomonal Prostatitis",9,1/1/1991,,"144","No","Yes",2009
"13109","Urogenital Trichomon Nec",9,1/1/1991,,"144","No","Yes",2009
"1318","Trichomoniasis Nec",9,1/1/1991,,"144","No","Yes",2009
"1319","Trichomoniasis Nos",9,1/1/1991,,"144","No","Yes",2009
"135","Sarcoidosis",9,1/1/1991,,"110","No","Yes",2009
"1361","Behcet'S Syndrome",9,1/1/1991,"38","40","Yes","Yes",2009
"1363","Pneumocystosis",9,1/1/1991,"5","2","Yes","Yes",2009
"1371","Late Effect Cns Tb",9,1/1/1991,,"3","No","Yes",2009
"138","Late Effect Acute Polio",9,1/1/1991,,"3","No","Yes",2009
"1390","Late Eff Viral Encephal",9,1/1/1991,,"3","No","Yes",2009
"141","Malig Neo Tongue*",9,1/1/1991,"9",,"No","No",2009
"1410","Mal Neo Tongue Base",9,1/1/1991,"9",,"Yes","No",2009
"1411","Mal Neo Dorsal Tongue",9,1/1/1991,"9",,"Yes","No",2009
"1412","Mal Neo Tip/Lat Tongue",9,1/1/1991,"9",,"Yes","No",2009
"1413","Mal Neo Ventral Tongue",9,1/1/1991,"9",,"Yes","No",2009
"1414","Mal Neo Ant 2/3 Tongue",9,1/1/1991,"9",,"Yes","No",2009
"1415","Mal Neo Tongue Junction",9,1/1/1991,"9",,"Yes","No",2009
"1416","Mal Neo Lingual Tonsil",9,1/1/1991,"9",,"Yes","No",2009
"1418","Malig Neo Tongue Nec",9,1/1/1991,"9",,"Yes","No",2009
"1419","Malig Neo Tongue Nos",9,1/1/1991,"9",,"Yes","No",2009
"142","Mal Neo Major Salivary*",9,1/1/1991,"9",,"No","No",2009
"1420","Malig Neo Parotid",9,1/1/1991,"9",,"Yes","No",2009
"1421","Malig Neo Submandibular",9,1/1/1991,"9",,"Yes","No",2009
"1422","Malig Neo Sublingual",9,1/1/1991,"9",,"Yes","No",2009
"1428","Mal Neo Maj Salivary Nec",9,1/1/1991,"9",,"Yes","No",2009
"1429","Mal Neo Salivary Nos",9,1/1/1991,"9",,"Yes","No",2009
"143","Malignant Neoplasm Gum*",9,1/1/1991,"9",,"No","No",2009
"1430","Malig Neo Upper Gum",9,1/1/1991,"9",,"Yes","No",2009
"1431","Malig Neo Lower Gum",9,1/1/1991,"9",,"Yes","No",2009
"1438","Malig Neo Gum Nec",9,1/1/1991,"9",,"Yes","No",2009
"1439","Malig Neo Gum Nos",9,1/1/1991,"9",,"Yes","No",2009
"144","Malig Neo Mouth Floor*",9,1/1/1991,"9",,"No","No",2009
"1440","Mal Neo Ant Floor Mouth",9,1/1/1991,"9",,"Yes","No",2009
"1441","Mal Neo Lat Floor Mouth",9,1/1/1991,"9",,"Yes","No",2009
"1448","Mal Neo Mouth Floor Nec",9,1/1/1991,"9",,"Yes","No",2009
"1449","Mal Neo Mouth Floor Nos",9,1/1/1991,"9",,"Yes","No",2009
"145","Malig Neo Mouth Nec/Nos*",9,1/1/1991,"9",,"No","No",2009
"1450","Mal Neo Cheek Mucosa",9,1/1/1991,"9",,"Yes","No",2009
"1451","Mal Neo Mouth Vestibule",9,1/1/1991,"9",,"Yes","No",2009
"1452","Malig Neo Hard Palate",9,1/1/1991,"9",,"Yes","No",2009
"1453","Malig Neo Soft Palate",9,1/1/1991,"9",,"Yes","No",2009
"1454","Malignant Neoplasm Uvula",9,1/1/1991,"9",,"Yes","No",2009
"1455","Malignant Neo Palate Nos",9,1/1/1991,"9",,"Yes","No",2009
"1456","Malig Neo Retromolar",9,1/1/1991,"9",,"Yes","No",2009
"1458","Malig Neoplasm Mouth Nec",9,1/1/1991,"9",,"Yes","No",2009
"1459","Malig Neoplasm Mouth Nos",9,1/1/1991,"9",,"Yes","No",2009
"146","Malig Neo Oropharynx*",9,1/1/1991,"9",,"No","No",2009
"1460","Malignant Neopl Tonsil",9,1/1/1991,"9",,"Yes","No",2009
"1461","Mal Neo Tonsillar Fossa",9,1/1/1991,"9",,"Yes","No",2009
"1462","Mal Neo Tonsil Pillars",9,1/1/1991,"9",,"Yes","No",2009
"1463","Malign Neopl Vallecula",9,1/1/1991,"9",,"Yes","No",2009
"1464","Mal Neo Ant Epiglottis",9,1/1/1991,"9",,"Yes","No",2009
"1465","Mal Neo Epiglottis Junct",9,1/1/1991,"9",,"Yes","No",2009
"1466","Mal Neo Lat Oropharynx",9,1/1/1991,"9",,"Yes","No",2009
"1467","Mal Neo Post Oropharynx",9,1/1/1991,"9",,"Yes","No",2009
"1468","Mal Neo Oropharynx Nec",9,1/1/1991,"9",,"Yes","No",2009
"1469","Malig Neo Oropharynx Nos",9,1/1/1991,"9",,"Yes","No",2009
"147","Malig Neo Nasopharynx*",9,1/1/1991,"9",,"No","No",2009
"1470","Mal Neo Super Nasopharyn",9,1/1/1991,"9",,"Yes","No",2009
"1471","Mal Neo Post Nasopharynx",9,1/1/1991,"9",,"Yes","No",2009
"1472","Mal Neo Lat Nasopharynx",9,1/1/1991,"9",,"Yes","No",2009
"1473","Mal Neo Ant Nasopharynx",9,1/1/1991,"9",,"Yes","No",2009
"1478","Mal Neo Nasopharynx Nec",9,1/1/1991,"9",,"Yes","No",2009
"1479","Mal Neo Nasopharynx Nos",9,1/1/1991,"9",,"Yes","No",2009
"148","Malig Neopl Hypopharynx*",9,1/1/1991,"9",,"No","No",2009
"1480","Mal Neo Postcricoid",9,1/1/1991,"9",,"Yes","No",2009
"1481","Mal Neo Pyriform Sinus",9,1/1/1991,"9",,"Yes","No",2009
"1482","Mal Neo Aryepiglott Fold",9,1/1/1991,"9",,"Yes","No",2009
"1483","Mal Neo Post Hypopharynx",9,1/1/1991,"9",,"Yes","No",2009
"1488","Mal Neo Hypopharynx Nec",9,1/1/1991,"9",,"Yes","No",2009
"1489","Mal Neo Hypopharynx Nos",9,1/1/1991,"9",,"Yes","No",2009
"149","Oth Malig Neo Oropharynx*",9,1/1/1991,"9",,"No","No",2009
"1490","Mal Neo Pharynx Nos",9,1/1/1991,"9",,"Yes","No",2009
"1491","Mal Neo Waldeyer'S Ring",9,1/1/1991,"9",,"Yes","No",2009
"1498","Mal Neo Oral/Pharynx Nec",9,1/1/1991,"9",,"Yes","No",2009
"1499","Mal Neo Orophryn Ill-Def",9,1/1/1991,"9",,"Yes","No",2009
"150","Malignant Neo Esophagus*",9,1/1/1991,"8","10","No","No",2009
"1500","Mal Neo Cervical Esophag",9,1/1/1991,"8","10","Yes","Yes",2009
"1501","Mal Neo Thoracic Esophag",9,1/1/1991,"8","10","Yes","Yes",2009
"1502","Mal Neo Abdomin Esophag",9,1/1/1991,"8","10","Yes","Yes",2009
"1503","Mal Neo Upper 3Rd Esoph",9,1/1/1991,"8","10","Yes","Yes",2009
"1504","Mal Neo Middle 3Rd Esoph",9,1/1/1991,"8","10","Yes","Yes",2009
"1505","Mal Neo Lower 3Rd Esoph",9,1/1/1991,"8","10","Yes","Yes",2009
"1508","Mal Neo Esophagus Nec",9,1/1/1991,"8","10","Yes","Yes",2009
"1509","Mal Neo Esophagus Nos",9,1/1/1991,"8","10","Yes","Yes",2009
"151","Malignant Neo Stomach*",9,1/1/1991,"8","10","No","No",2009
"1510","Mal Neo Stomach Cardia",9,1/1/1991,"8","10","Yes","Yes",2009
"1511","Malignant Neo Pylorus",9,1/1/1991,"8","10","Yes","Yes",2009
"1512","Mal Neo Pyloric Antrum",9,1/1/1991,"8","10","Yes","Yes",2009
"1513","Mal Neo Stomach Fundus",9,1/1/1991,"8","10","Yes","Yes",2009
"1514","Mal Neo Stomach Body",9,1/1/1991,"8","10","Yes","Yes",2009
"1515","Mal Neo Stom Lesser Curv",9,1/1/1991,"8","10","Yes","Yes",2009
"1516","Mal Neo Stom Great Curv",9,1/1/1991,"8","10","Yes","Yes",2009
"1518","Malig Neopl Stomach Nec",9,1/1/1991,"8","10","Yes","Yes",2009
"1519","Malig Neopl Stomach Nos",9,1/1/1991,"8","10","Yes","Yes",2009
"152","Malig Neo Small Bowel*",9,1/1/1991,"8","10","No","No",2009
"1520","Malignant Neopl Duodenum",9,1/1/1991,"8","10","Yes","Yes",2009
"1521","Malignant Neopl Jejunum",9,1/1/1991,"8","10","Yes","Yes",2009
"1522","Malignant Neoplasm Ileum",9,1/1/1991,"8","10","Yes","Yes",2009
"1523","Mal Neo Meckel'S Divert",9,1/1/1991,"8","10","Yes","Yes",2009
"1528","Mal Neo Small Bowel Nec",9,1/1/1991,"8","10","Yes","Yes",2009
"1529","Mal Neo Small Bowel Nos",9,1/1/1991,"8","10","Yes","Yes",2009
"153","Malignant Neoplasm Colon*",9,1/1/1991,"10",,"No","No",2009
"1530","Mal Neo Hepatic Flexure",9,1/1/1991,"10",,"Yes","No",2009
"1531","Mal Neo Transverse Colon",9,1/1/1991,"10",,"Yes","No",2009
"1532","Mal Neo Descend Colon",9,1/1/1991,"10",,"Yes","No",2009
"1533","Mal Neo Sigmoid Colon",9,1/1/1991,"10",,"Yes","No",2009
"1534","Malignant Neoplasm Cecum",9,1/1/1991,"10",,"Yes","No",2009
"1535","Malignant Neo Appendix",9,1/1/1991,"10",,"Yes","No",2009
"1536","Malig Neo Ascend Colon",9,1/1/1991,"10",,"Yes","No",2009
"1537","Mal Neo Splenic Flexure",9,1/1/1991,"10",,"Yes","No",2009
"1538","Malignant Neo Colon Nec",9,1/1/1991,"10",,"Yes","No",2009
"1539","Malignant Neo Colon Nos",9,1/1/1991,"10",,"Yes","No",2009
"154","Malig Neo Rectum/Anus*",9,1/1/1991,"10",,"No","No",2009
"1540","Mal Neo Rectosigmoid Jct",9,1/1/1991,"10",,"Yes","No",2009
"1541","Malignant Neopl Rectum",9,1/1/1991,"10",,"Yes","No",2009
"1542","Malig Neopl Anal Canal",9,1/1/1991,"10",,"Yes","No",2009
"1543","Malignant Neo Anus Nos",9,1/1/1991,"10",,"Yes","No",2009
"1548","Mal Neo Rectum/Anus Nec",9,1/1/1991,"10",,"Yes","No",2009
"155","Malignant Neoplasm Liver*",9,1/1/1991,"8","9","No","No",2009
"1550","Mal Neo Liver, Primary",9,1/1/1991,"8","9","Yes","Yes",2009
"1551","Mal Neo Intrahepat Ducts",9,1/1/1991,"8","9","Yes","Yes",2009
"1552","Malignant Neo Liver Nos",9,1/1/1991,"8","9","Yes","Yes",2009
"156","Mal Neo Gb/Extrahepatic*",9,1/1/1991,"8","10","No","No",2009
"1560","Malig Neo Gallbladder",9,1/1/1991,"8","10","Yes","Yes",2009
"1561","Mal Neo Extrahepat Ducts",9,1/1/1991,"8","10","Yes","Yes",2009
"1562","Mal Neo Ampulla Of Vater",9,1/1/1991,"8","10","Yes","Yes",2009
"1568","Malig Neo Biliary Nec",9,1/1/1991,"8","10","Yes","Yes",2009
"1569","Malig Neo Biliary Nos",9,1/1/1991,"8","10","Yes","Yes",2009
"157","Malignant Neo Pancreas*",9,1/1/1991,"8","10","No","No",2009
"1570","Mal Neo Pancreas Head",9,1/1/1991,"8","10","Yes","Yes",2009
"1571","Mal Neo Pancreas Body",9,1/1/1991,"8","10","Yes","Yes",2009
"1572","Mal Neo Pancreas Tail",9,1/1/1991,"8","10","Yes","Yes",2009
"1573","Mal Neo Pancreatic Duct",9,1/1/1991,"8","10","Yes","Yes",2009
"1574","Mal Neo Islet Langerhans",9,1/1/1991,"8","10","Yes","Yes",2009
"1578","Malig Neo Pancreas Nec",9,1/1/1991,"8","10","Yes","Yes",2009
"1579","Malig Neo Pancreas Nos",9,1/1/1991,"8","10","Yes","Yes",2009
"158","Malig Neo Peritoneum*",9,1/1/1991,"8","10","No","No",2009
"1580","Mal Neo Retroperitoneum",9,1/1/1991,"8","10","Yes","Yes",2009
"1588","Mal Neo Peritoneum Nec",9,1/1/1991,"8","10","Yes","Yes",2009
"1589","Mal Neo Peritoneum Nos",9,1/1/1991,"8","10","Yes","Yes",2009
"159","Oth Malig Neo Gi/Periton*",9,1/1/1991,"10",,"No","No",2009
"1590","Malig Neo Intestine Nos",9,1/1/1991,"10",,"Yes","No",2009
"1591","Malignant Neo Spleen Nec",9,1/1/1991,"10",,"Yes","No",2009
"1598","Mal Neo Gi/Intra-Abd Nec",9,1/1/1991,"10",,"Yes","No",2009
"1599","Mal Neo Gi Tract Ill-Def",9,1/1/1991,"10",,"Yes","No",2009
"160","Mal Neo Nasal Cav/Sinus*",9,1/1/1991,"9","10","No","No",2009
"1600","Mal Neo Nasal Cavities",9,1/1/1991,"9","10","Yes","Yes",2009
"1601","Malig Neo Middle Ear",9,1/1/1991,"9","10","Yes","Yes",2009
"1602","Mal Neo Maxillary Sinus",9,1/1/1991,"9","10","Yes","Yes",2009
"1603","Mal Neo Ethmoidal Sinus",9,1/1/1991,"9","10","Yes","Yes",2009
"1604","Malig Neo Frontal Sinus",9,1/1/1991,"9","10","Yes","Yes",2009
"1605","Mal Neo Sphenoid Sinus",9,1/1/1991,"9","10","Yes","Yes",2009
"1608","Mal Neo Access Sinus Nec",9,1/1/1991,"9","10","Yes","Yes",2009
"1609","Mal Neo Access Sinus Nos",9,1/1/1991,"9","10","Yes","Yes",2009
"161","Malignant Neo Larynx*",9,1/1/1991,"9",,"No","No",2009
"1610","Malignant Neo Glottis",9,1/1/1991,"9",,"Yes","No",2009
"1611","Malig Neo Supraglottis",9,1/1/1991,"9",,"Yes","No",2009
"1612","Malig Neo Subglottis",9,1/1/1991,"9",,"Yes","No",2009
"1613","Mal Neo Cartilage Larynx",9,1/1/1991,"9",,"Yes","No",2009
"1618","Malignant Neo Larynx Nec",9,1/1/1991,"9",,"Yes","No",2009
"1619","Malignant Neo Larynx Nos",9,1/1/1991,"9",,"Yes","No",2009
"162","Mal Neo Trachea/Lung*",9,1/1/1991,"8","10","No","No",2009
"1620","Malignant Neo Trachea",9,1/1/1991,"8","10","Yes","Yes",2009
"1622","Malig Neo Main Bronchus",9,1/1/1991,"8","10","Yes","Yes",2009
"1623","Mal Neo Upper Lobe Lung",9,1/1/1991,"8","10","Yes","Yes",2009
"1624","Mal Neo Middle Lobe Lung",9,1/1/1991,"8","10","Yes","Yes",2009
"1625","Mal Neo Lower Lobe Lung",9,1/1/1991,"8","10","Yes","Yes",2009
"1628","Mal Neo Bronch/Lung Nec",9,1/1/1991,"8","10","Yes","Yes",2009
"1629","Mal Neo Bronch/Lung Nos",9,1/1/1991,"8","10","Yes","Yes",2009
"163","Malignant Neopl Pleura*",9,1/1/1991,"8","10","No","No",2009
"1630","Mal Neo Parietal Pleura",9,1/1/1991,"8","10","Yes","Yes",2009
"1631","Mal Neo Visceral Pleura",9,1/1/1991,"8","10","Yes","Yes",2009
"1638","Malig Neopl Pleura Nec",9,1/1/1991,"8","10","Yes","Yes",2009
"1639","Malig Neopl Pleura Nos",9,1/1/1991,"8","10","Yes","Yes",2009
"164","Mal Neo Thymus/Mediastin*",9,1/1/1991,"9","10","No","No",2009
"1640","Malignant Neopl Thymus",9,1/1/1991,"9","10","Yes","Yes",2009
"1641","Malignant Neopl Heart",9,1/1/1991,"9","10","Yes","Yes",2009
